# Brand-level provenance: one catalogue covering the MK2 range.
supplier,pn,relpath,bytes,sha256,source_url,terms,retrieved_utc
maxwell,MK2-CATALOGUE,docs/datasheets/maxwell-mk2-iron-core-linear-motor.pdf,1924111,58fc492c720b0b5749a0b08be338c5cd006acce8abd6c3f7fb171de2acd1700d,https://www.maxwelldg.com,redistributable,2026-09-21T00:00:00Z
