# The retrieval date is the timestamp the HIWIN configurator wrote into the
# STEP header, which is the moment the file was generated for us.
supplier,pn,relpath,bytes,sha256,source_url,terms,retrieved_utc
hiwin,HGR15R418H,cad/original/HGR15R418H.step,294456,3ef4691679403807aa0df066049f1dd87685a9dd53868bf3a54812317d371773,https://www.hiwin.de/en/tools/produktkonfiguratoren,redistributable,2026-08-18T12:32:40Z
