# No source address. These files arrived with a quotation rather than from a
# public download portal, so there is nothing to record but the checksum and
# the day they entered this library. The STEP header carries the brand's own
# export date of 2025-09-05, which is not the same thing.
supplier,pn,relpath,bytes,sha256,source_url,terms,retrieved_utc
maxwell,MK21,cad/original/MK21.step,117506,fd2acb567bd83bb6fddfee7f50bf078cfb028d05b0a13e90c01771012b8790fd,,redistributable,2026-09-21T00:00:00Z
